"(0, 2, 2)","[-9077.411899110357, -2476.38765701052, -9013.210428745579, -9082.762274936002]"
"(0, 4, 0)","[0.0, 0.0, 0.0, 0.0]"
"(4, 0, 2)","[-27471.123235047515, -18164.93085545408, -22187.986876636194, -2315.5195640120846]"
"(2, 2, 3)","[-53390.35904389981, -35609.652445148924, -20416.694263807527, -3154.301118987151]"
"(1, 2, 3)","[-53377.05981395926, -53454.19228073514, -53397.55168430857, -19522.8510476764]"
"(0, 0, 2)","[-12577.134007529847, -6800.439771238669, -18530.648086385016, -53674.8394568887]"
"(0, 1, 2)","[-9057.272887353764, -9096.425826885981, -16558.35540744794, -7741.878294191887]"
"(3, 4, 3)","[-10285.834464408636, -53500.164003114565, -53488.3871299248, -32432.413655580138]"
"(4, 4, 3)","[-53562.91415447638, -53681.318881369065, -20249.870529135227, -40351.584675283]"
"(4, 3, 3)","[-18999.178700285884, -42925.93890324267, -25613.22353546221, -25901.17374369839]"
"(4, 2, 2)","[-26375.837809096163, -26383.965571638862, -26381.346550335402, -5617.483882475257]"
"(2, 0, 1)","[-8089.105716271031, -4405.908825659349, -8013.403700575011, -669.3227763048743]"
"(2, 1, 3)","[-53301.29057029669, -53346.989819527545, -22913.225742011993, -50515.948297562776]"
"(1, 1, 3)","[-53408.85711247597, -53369.98692057065, -53461.825786089874, -53395.45648891681]"
"(4, 1, 3)","[-53320.873073640185, -53342.23887903261, -53409.06589002385, -53362.455614821854]"
"(4, 2, 0)","[0.0, 0.0, 0.0, 0.0]"
"(1, 0, 3)","[-53471.950349974344, -36910.687049534565, -53384.5288817285, -53438.95418683443]"
"(0, 2, 3)","[-53466.3996461723, -53398.90919471848, -53414.809794401845, -53524.577375313616]"
"(0, 1, 3)","[-53322.1991959196, -53383.51724674767, -53457.16376656491, -53363.69253671488]"
"(0, 0, 3)","[-53442.57396970529, -53420.21102245585, -53467.82013273974, -53446.452938312505]"
"(4, 0, 3)","[-53472.064433235144, -53367.08958405416, -53474.49861862, -53436.67624752979]"
