"(4, 0, 1)","[-24204.402283441734, -24228.790419443765, -13006.819277124849, -2445.333181131245]"
"(3, 0, 1)","[-2269.8765738280063, -24273.224739597703, -24202.430023057634, -24176.027498123312]"
"(2, 0, 0)","[0.0, 0.0, 0.0, 0.0]"
"(2, 2, 3)","[-23495.57161655939, -19970.664139038654, -38958.37076656219, -23729.29970348732]"
"(3, 3, 3)","[-13512.490225534548, -56104.194549169, -38092.29426384936, -54053.71373794289]"
"(1, 1, 3)","[-56368.55815643825, -56396.095308538585, -25432.930946142493, -6819.44559829316]"
"(1, 0, 3)","[-56416.23807570968, -20885.286940067082, -32153.051853249617, -23122.090961613056]"
"(0, 0, 3)","[-37310.73846952147, -22034.266606324592, -36794.37385491307, -56402.506360881365]"
"(2, 0, 2)","[-37103.63983290744, -30815.857829777204, -25760.93866995109, -22108.716760917756]"
"(3, 0, 2)","[-11498.775850177046, -56422.29692618808, -56471.797043312625, -56606.202408941564]"
"(4, 0, 2)","[-23204.62994339842, -53010.971414978936, -56571.65295394139, -56553.35644340239]"
"(4, 1, 2)","[-1709.9835653984117, -22280.030320032303, -27157.646183746067, -16248.557181483251]"
"(3, 1, 2)","[-1989.2394832140033, -12050.071149861751, -2141.995581710492, -592.6975329136378]"
"(0, 4, 0)","[0.0, 0.0, 0.0, 0.0]"
"(0, 1, 3)","[-14225.15419688006, -23545.910724480957, -24848.094259705045, -2233.922766336377]"
"(3, 4, 3)","[-56257.308079465656, -56216.05083643575, -35904.85193380281, -56295.507963652504]"
"(3, 2, 3)","[-23316.549342020837, -10446.519280035312, -23147.280486677428, -24073.130409287332]"
"(4, 2, 2)","[-1645.1996208434289, -23282.956205857183, -23282.841970826004, -23322.24881537874]"
"(4, 4, 2)","[-2104.1193697371973, -2068.4859258410797, -2060.504572371201, -2110.313704531089]"
"(4, 4, 3)","[-56306.45505307318, -56284.49569939585, -56264.991123524174, -56304.48229060639]"
"(4, 3, 3)","[-55204.78600833895, -56213.53856377602, -56206.1747786172, -56153.24053272746]"
"(2, 1, 3)","[-36213.795093272696, -56229.53709683957, -22055.06418446984, -56205.41473077884]"
"(3, 1, 3)","[-56279.04781381611, -56106.97452625337, -56128.81921785616, -22210.914526490727]"
"(4, 1, 3)","[-56175.14670425994, -56120.21404636263, -56022.28637974152, -56115.87413803513]"
"(4, 0, 3)","[-56064.191073566166, -56120.937302818944, -56050.898965660694, -56140.86328170868]"
"(3, 0, 3)","[-56133.78979544298, -56044.02557981438, -56006.8676633783, -56076.48981152966]"
